date,platform,chart,rank,title,author,publisher,category,rating,review_count,product_id,url
2026-06-22,kyobo,general_best,1,새창보기 아이콘새창보기,,,,,,S000220292425,https://product.kyobobook.co.kr/detail/S000220292425
2026-06-22,kyobo,general_best,2,새창보기 아이콘새창보기,,,,,,S000220119415,https://product.kyobobook.co.kr/detail/S000220119415
2026-06-22,kyobo,general_best,3,새창보기 아이콘새창보기,,,,,,S000220119843,https://product.kyobobook.co.kr/detail/S000220119843
2026-06-22,kyobo,general_best,4,새창보기 아이콘새창보기,,,,,,S000000620195,https://product.kyobobook.co.kr/detail/S000000620195
2026-06-22,kyobo,general_best,5,새창보기 아이콘새창보기,,,,,,S000219732915,https://product.kyobobook.co.kr/detail/S000219732915
2026-06-22,kyobo,general_best,6,새창보기 아이콘새창보기,,,,,,S000220119827,https://product.kyobobook.co.kr/detail/S000220119827
2026-06-22,kyobo,general_best,7,새창보기 아이콘새창보기,,,,,,S000220279442,https://product.kyobobook.co.kr/detail/S000220279442
2026-06-22,kyobo,general_best,8,새창보기 아이콘새창보기,,,,,,S000220221519,https://product.kyobobook.co.kr/detail/S000220221519
2026-06-22,kyobo,general_best,9,새창보기 아이콘새창보기,,,,,,S000000479333,https://product.kyobobook.co.kr/detail/S000000479333
2026-06-22,kyobo,general_best,10,새창보기 아이콘새창보기,,,,,,S000219790863,https://product.kyobobook.co.kr/detail/S000219790863
2026-06-22,kyobo,general_best,11,새창보기 아이콘새창보기,,,,,,S000216796615,https://product.kyobobook.co.kr/detail/S000216796615
2026-06-22,kyobo,general_best,12,새창보기 아이콘새창보기,,,,,,S000218278239,https://product.kyobobook.co.kr/detail/S000218278239
2026-06-22,kyobo,general_best,13,새창보기 아이콘새창보기,,,,,,S000220270833,https://product.kyobobook.co.kr/detail/S000220270833
2026-06-22,kyobo,general_best,14,새창보기 아이콘새창보기,,,,,,S000220097124,https://product.kyobobook.co.kr/detail/S000220097124
2026-06-22,kyobo,general_best,15,새창보기 아이콘새창보기,,,,,,S000220293111,https://product.kyobobook.co.kr/detail/S000220293111
2026-06-22,kyobo,general_best,16,새창보기 아이콘새창보기,,,,,,S000001290624,https://product.kyobobook.co.kr/detail/S000001290624
2026-06-22,kyobo,general_best,17,새창보기 아이콘새창보기,,,,,,S000219550327,https://product.kyobobook.co.kr/detail/S000219550327
2026-06-22,kyobo,general_best,18,새창보기 아이콘새창보기,,,,,,S000001632467,https://product.kyobobook.co.kr/detail/S000001632467
2026-06-22,kyobo,general_best,19,새창보기 아이콘새창보기,,,,,,S000219714829,https://product.kyobobook.co.kr/detail/S000219714829
2026-06-22,kyobo,general_best,20,새창보기 아이콘새창보기,,,,,,S000216900602,https://product.kyobobook.co.kr/detail/S000216900602
